english	yoruba
It’s the fifth successive edition that Africa would be represented by Nigeria and Ghana at the competition.	Ẹ̀wẹ̀, èyí jẹ́ ìgbà karùn-ún tí Nàìjííríà àti Ghana yóò lọ sojú ilẹ̀-Áfíríkà nínú ìdíje náà.
The draw will  be performed by FIFA’s Chief Women’s Football Officer, Sarai Bareman and Group Leader for FIFA’s Women’s Tournaments, Rhiannon Martin.  The duo would be assisted by Mikael Silvestre, Camille Abily, Damien Seguin, and Aela Mocaer.	Sarai Bareman, tí ó jẹ́ òṣìṣẹ́ àjọ FIFA àti akẹẹgbẹ́ rẹ̀ Rhiannon Martin ni wọn yóò jọ máa ṣàkóso ìyíkoto ọ̀hún. Bẹ́ẹ̀ sì ni, àwọn mìíràn tí wọn yóò jọ ṣiṣẹ́ papọ̀ nínú yíyíkoto náà ni: Mikael Silvestre, Camille Abily, Damien Seguin àti Aela Mocaer.
The tournament, which will be hosted in four cities namely Vannes, Concarneau, Dinan-Lehon and Saint-Malo, takes place from August 5 to 24.	ìdíje ọ̀hún yóò wáyé nílùú mẹ́rin lórílẹ̀-èdè France: Vannes, Concarneau, Dinan-Lehon àti Saint-Malo, bẹ̀ẹ̀rẹ̀ láti ọjọ́ karùn-ún oṣù kẹjọ di ọjọ́ kẹrìnlélógún ọdún tí a wà yìí.
--- CCL: Plateau United falls 4-2 to Etoile Sahel	--- CCL: Etoile Sahel fàgbà han Plateau United FC 4-2
Plateau United’s (CAF) Champions League hopes are hanging by a thread after they were outgunned 4-2 by Etoile du Sahel of Tunisia in Sousse yesterday.	Nínú ìdíje CAF Champions League tó ń lọ lọ́wọ́, Plateau United FC pàdánù ìfẹsẹ̀wọnsẹ̀ àkọ́kọ́ sọ́wọ́ Etoile du Sahel torílè-èdè Tunisia pẹ̀lú àmì-ayò mẹ́rin sí méjì (4-2), nínú ìfẹsẹ̀wọnsẹ̀ tí ó wáyé lọ́jọ́ ìṣẹ́gun (Tuesday) ní pápá ìṣeré Sousse.
The first round return leg match would be played in Jos with the overall winners advancing to the group stage of the competition.	Ìdíje onípele méjì ọ̀hún ni yóò mú ikọ̀ agbábọ́ọ̀lù Etoile du Sahel wá gbá ìfigagbága kejì nílùú Jos, láti mọ ikọ̀ tí yóò pegedé sínú ìpele tí ó kàn nínú ìdíje náà.
The North Africans were simply a different class from the (NPFL) champions, who though pulled two goals back late on to give them a fighting chance in the second leg.	Bí ó tilẹ̀ jẹ́ pé, ikọ̀ agbábọ́ọ̀lù Plateau United FC pàdánù ìfẹsẹ̀wọnsẹ̀ náà, àyè ṣì wà fún ikọ̀ ọ̀hún láti yí èsì ọ̀hún padà, tí ikọ̀ náà bá ṣe dáradára nínú ìfigagbága kejì.
Amr Marey opened scoring for the home team after two minutes, before Amine Chemiti made it 2-0 two minutes later.	Amr Marey ló gbá àmì ayò kínní wọlé níṣẹ̀ẹ́jú méjì gbàrà tí sáà àkọ́kọ́ ìfẹsẹ̀wọnsẹ ọ̀hún bẹ̀ẹ̀rẹ̀, kí Amine Chemiti ó tó gbá àmì-ayò méjì mìíràn wọlé láìpẹ́ sí ara wọn.
Chemiti then completed his brace after eight minutes.	Ẹ̀wẹ̀, Aikhali Bangoura gbá àmì-ayò kẹrin wọlé, kí Plateau United ó tó tara jí láti gbá àmì kan wọlé pẹ̀lú bọ́ọ̀lù àgbésílẹ̀gbá, bẹ́ẹ̀ sì ni Tósìn Ọmọ́yẹlé gbá àmì-ayò mìíràn wọlé kí ìfẹsẹ̀wọnsẹ̀ ọ̀hún ó tó wá sí ìparí.
Aikhali Bangoura scored the fourth goal, before Plateau United pulled a goal back via the penalty spot.  Plateau United scored a second goal through Tosin Omoyele.	--- Farah ṣe pò kínní nínú ìfigagbága eré ìje Big Half.
--- Athletics: Farah wins inaugural Big Half	Mo Farah, ọmọ bíbí ilẹ̀ Bìrìtìkó ti ṣepò kínní nínú ìdíje eré ìje máìlì mẹ́tàlá Big Half lọ́jọ́ Àìkú (Sunday), ṣaájú ìgbáradì fún ìdíje eré-ìje tí yóò wáyé nílùú London.
Britain’s top long distance runner Mo Farah won the inaugural Big Half 13.1-mile half-marathon on Sunday in his build-up to next month’s London Marathon.	Nínú eré-ìje ọ̀hún tí ó wáyé lágbègbè Greenwich, Farah ṣepò kínní ṣaájú àwọn akẹẹgbẹ́ rẹ̀, Daniel Wanjiru, ọmọ orílẹ̀-èdè Kenya tí ó ṣepò kínní nínú ìdíje eré-ìje nílùú London lọ́dún tí ó kọjá àti Scot Callum Hawkins tí òun ṣi ṣe ipò kẹta.
Farah won a sprint to the finish line in the London district of Greenwich, ahead of Kenyan Daniel Wanjiru, winner of last year’s London marathon, with Scot Callum Hawkins in third.	Farah  ọmọ ọdún mẹ́rìnlélọ́gbọ̀n(34) ọ̀hún ti ń gbáradì lórílẹ̀-èdè Ethiopia, kí ó tó balẹ̀ sílùú London lọ́jọ́bọ (Thursday) ṣaájú ìfigagbága eré ìje náà.
The 34-year-old Farah has been training in Ethiopia and arrived in London on Thursday. “It wasn’t too bad, I was comfortable, I have to do double the distance in six weeks’ time.” He said	Gẹ́gẹ́ bí Farah Ó ṣi mọ níwọ̀n, Mo sì ní eré-ìje mìíràn níwájú tí ó tó méjì irú máìlì tí mo sá yìí, iṣẹ́ ṣì pọ̀ fún mi láti ṣe.
Farah has turned to marathon racing after a glorious career on the track winning gold medals at the 2012 and 2016 Olympic Games.	"""Farah bẹ̀ẹ̀rẹ̀ sí ní fakọyọ nínú ọ̀kan-ò-jọ̀kan eré-ìje láti ìgbà tí ó ti gba àmì-ẹ̀yẹ góòlù nígbà méjì ọ̀tọ̀ọ̀tọ̀ lọ́dún 2012 àti ọdún 2016 nínú ìdíje Olympic."
He is targetting the marathon at the 2020 Olympic Games in Tokyo.	Bákan náà ni Ó sì tún fojúsọ́nà fún ìdíje 2020 Olympic eléyìí tí yóò wáyé ní Tokyo.
--- FIFA inducts Shehu Dikko into committee	--- Shehu Dikko dara pọ̀ mọ́ ìgbìmọ̀ àjọ FIFA.
Nigeria Football Federation 2nd Vice President/LMC Chairman Shehu Dikko has been inducted into the FIFA Football Stakeholders Committee, after attending his first meeting of the panel at the Home of FIFA in Zurich, Switzerland on Wednesday, 28 February. FIFA President Gianni Infantino performed the induction alongside the Chairman of the committee, Victor Montagliani, who is also President of CONCACAF and also a FIFA Vice President.	Alága ẹgbẹ́ LMC, tí ó tún jẹ́ igbákejì ààrẹ àjọ NFF tẹ́lẹ̀rí, Shehu Dikko ni àjọ FIFA ti yàn báyìí sára ìgbìmọ̀ àwọn tọ́rọ̀ kàn gbọ̀ngbọ̀n nínú àjọ ọ̀hún, lẹ́yìn tí ó kópa nínú ìpàdé àpérò àkọ́kọ́ ìgbìmọ̀ ọ̀hún tí ó wáyé ní Zurich, lórílẹ̀-èdè Switzerland tí ń ṣe olú-ìlú àjọ FIFA lọ́jọ́ru (Wednesday), Ààrẹ àjọ FIFA, Gianni Infantino àti igbákejì rẹ̀, Victor Montagliani lẹ́ni tí ó tún jẹ́ ààrẹ àjọ CONCACAF ni wọ́n pawọ́ pọ̀ láti ṣèfilọ́lẹ̀ ìgbìmọ̀ tuntun náà.
Infantino presented Dikko, also the Chairman of Marketing, Sponsorship and TV Rights Committee and Strategic Studies Committee of the NFF, with the special FIFA pin before the 3rd meeting of the FIFA Football Stakeholders Committee.	Infantino ṣèfilọ́lẹ̀ Dikko, ẹni tí ó tún dípò alága kátàkárà, onígbọ̀wọ́ àjọ NFF, láti dara pọ̀ mọ́ ìgbìmọ̀ ọ̀hún ṣaájú ìpàdé àpérò àjọ FIFA kẹta tí yóò tún wáyé.
Shehu Dikko was named into the FIFA Football Stakeholders Committee in November 2017. He is also a Member of the CAF Committee.	Ẹ̀wẹ̀, Shehu Dikko dara pọ̀ mọ́ ìgbìmọ́ àjọ FIFA nínú oṣù kọkànlá ọdún 2017. Bákan náà ni ó tún jẹ́ ọmọ ẹgbẹ́ ìgbìmọ̀ àjọ CAF.
--- The score board of Nigeria Professional football League (NPFL) last weekend.	--- Èsì ìfẹsẹ̀wọnsẹ̀ ìdíje NPFL tí ó wáyé lópin ọ̀sẹ̀.
The are the result of the Nigeria Professional football League on Sunday: Heartland FC 0-1 Lobi StarsNasarawa United 1-0 Wikki TouristsRivers United 1-1 FC IfeanyiUbahAbia Warriors 1-0 Kwara UnitedEl-Kanemi Warriors 0-0 Niger TornadoesKano Pillars 2-0 Go Round FCSunshine Stars 1-1 Rangers International.	Èyí ní èsì ìfẹsẹ̀wọnsẹ̀ ìdíje NPFL, Nigeria Professional Football League tí ó wáyé lọ́jọ́ Àìkú (Sunday):Heartland FC 0-1 Lobi StarsNasarawa United 1-0 Wikki TouristsRivers United 1-1 FC IfeanyiUbahAbia Warriors 1-0 Kwara UnitedEl-Kanemi Warriors 0-0 Niger TornadoesKano Pillars 2-0 Go Round FCSunshine Stars 1-1 Rangers International.
--- Onome Ebi signs with Chinese side, Henan Huishang FC	--- Onome Ebi bọwọ́ lu ìwé-ìṣiṣẹ́pọ̀ ikọ̀ agbábọ́ọ̀lù Henan Huishang FC.
Nigeria’s Onome Ebi has been unveiled by the Chinese side, Henan Huishang FC, after she agreed to a deal with the club.	Atamátàsé ikọ̀ agbábọ́ọ̀lù obìnrin orílẹ̀-èdè Nàìjíríà, Ọ̀nọ̀mẹ Ebí tí bọwọ́lu iwé-ìṣiṣẹ́pọ̀ ikọ̀ agbábọ́ọ̀lù Henan Huishang FC, tí ó ń kópa nínú ìdíje orílẹ̀-èdè China.
The three-time African Women’s Championships (AWC) winner is making a grand return after working hard to recover from an injury she sustained in December 2016, at the final game between Cameroon and Nigeria.	Onome Ebi tí ó gba ife-ẹ̀yẹ ìdíje African Women Championships (AWC) ní ìgbà mẹ́ta ọ̀tọ̀ọ̀tọ̀ tí padà sórí pápá báyìí, lẹ́yìn ìfarapa tí ó ní nínú àṣekáágbá ìdíje AWC lọ́dún 2016 pẹ̀lú ikọ̀ agbábọ́ọ̀lù orílẹ̀-èdè Cameroon.
Koye Sowemimo, Head of Sports, the Temple Management Company (TMC), in a statement said that they were proud of Ebi and delighted that she was up and ready to play again.	Koye Ṣówẹ̀mímọ́, tí ó jẹ́ olórí ẹ̀ka eré-ìdárayá nílé iṣẹ́ Temple Management Company (TMC), fí ìdùnnú rẹ̀ hàn púpọ̀ láti rí Ebi padà lórí pápá.
“Thanks be to God Almighty for making this possible.	Mo dúpẹ́ lọ́wọ́ Ọlọ́run fún àǹfààní yìí.
--- President Buhari to receive FIFA World Cup trophy	--- Ààrẹ Buhari yóò gbàlejò ife-ẹ̀yẹ agbááyé.
All is set for the monumental feat as we look forward to seeing the President of Nigeria accompanied by his executive council lift the FIFA World Cup Trophy. Afterwards fans in Abuja and Lagos will also get an opportunity to see and take pictures with the World Cup trophy.	Ní báyìí, gbogbo ètò ló ti tò sílẹ̀ fún Ààrẹ Muhammadu Buhari, ìgbìmọ̀ àjọ NFF àti àwọn tọ́rọ̀ kàn gbọ̀ngbọ̀n láti gbàlejò ife-ẹ̀yẹ bọ́ọ̀lù àgbááyé ní Náìjíríà, èyí tí ó jẹ́ ojúṣe àjọ tó ń rí sí bọ́ọ̀lù lágbàáyé FIFA láti lọ ṣàfihàn ìfe-ẹ̀yẹ ọ̀hún lórílẹ̀-èdè kọ̀ọ̀kan tí yóò máa kópa nínú ìdíje àgbááyé náà Bákan náà, ni àwọn olólùfẹ́ bọ́ọ̀lù àfẹsẹ̀gbá nílùú Abuja àti Èkó yóò ní àǹfààní láti yàwòrán pẹ̀lú ife-ẹ̀yẹ àgbááyé ọ̀hún.
Again, this will awaken Super Eagles to represent the country very well at Russia and return back home with the trophy.	Ẹ̀wẹ̀, èyí yóò tún ta ikọ̀ agbábọ́ọ̀lù Super Eagles jí, láti lọ ṣojú orílẹ̀-èdè yìí dáradára lórílẹ̀-èdè Russia, kí wọn kó sì gba ife-ẹ̀yẹ ọ̀hún padà wá sílé.
--- NFF inaugurates new committees	--- NFF ṣe ìfilọ́lẹ̀ ìgbìmọ̀ tuntun.
Nigeria Football Federation president Amaju Pinnick on Tuesday inaugurated the federation’s new audit committee and the technical study group at the NFF secretariat in Abuja.	Ààrẹ àjọ NFF, Amaju Pinnick ṣe ìfilọ́lẹ̀ ìgbìmọ̀ tí yóò máa ṣàmójútó wíwọlé àti bí owó ṣe ń jáde àti ìgbìmọ̀ ìṣàkóso mìíràn nínú àjọ ọ̀hún, lọ́jọ́ Ìṣẹ́gun (Tuesday) nílé ìpàdé àjọ ọ̀hún nílùú Abuja.
Pinnick praised an  executive committee member of the body Sunday Dele-Ajayi, who heads the audit committee and will celebrate his 60th birthday next week, for his  contribution to sports  development.	Pinnick gbóríyìn fún ọ̀kan lára àwọn tọ́rọ̀ kàn gbọ̀ngbọ̀n nínú ìgbìmọ̀ ọ̀hún, ọ̀gbẹ́ni Sunday Délé-Àjàyí, fún iṣẹ́ takuntakun rẹ̀ tí ó ń gbése ní ọ̀nà láti mú ìgbèrú bá eré-ìdárayá, bẹ́ẹ̀ sì ni Ó tún kí I ṣáájú ayẹyẹ ọjọ́ ìbí rẹ̀ ọgọ́ta ọdún tí yóò wáyé lọ́sẹ̀ tó ń bọ̀.
He said,  “Otunba is a fit and proper person for the role given his huge experience in the financial sector and his calm, collected and mature disposition.	Ó sọ pé, Ọtúnba kójú òṣùwọ̀n láti dárí ìgbìmò náà látàrí ìrírí rẹ̀ gbogbo, bẹ́ẹ̀ síní ìwùwà rẹ̀ sì yááyì, Ó tún jẹ́ oníwà tútù bí àdàbà abbl.
The president also  said  the technical study group would function as a committee, collating, analysing and putting at the disposal of the NFF data and ideas  that can enhance the rapid development of  football in  Nigeria.	Ààrẹ tún sọ pé, ìgbìmọ̀ ìṣàkóso yìí, yóò máa ṣe àkọ́lé gbogbo iṣẹ́, èròǹgbà àjọ NFF lápapọ̀ fún ìdàgbásókè bọ́ọ̀lù àfẹsẹ̀gbá ní Nàìjííríà.
Pinnick added that, “The chairman, Alhaji Abba Yola, needs no introduction. He is someone who has seen it all in sports administration and we  thank him immensely for accepting to serve Nigerian football in this capacity.	Pinnick fikún un pé Alága ìgbìmọ̀ ọ̀hún, Alhaji Abba Yola kò nílò ṣíṣe àfihàn rẹ̀ rárá. Ó jẹ́ ẹni tí ó lóye ìṣàkóso eré ìdárayá. Bẹ́ẹ̀ sìni, A kí i lọ́pọ̀lọpọ̀ fún gbígbà rẹ̀ láti fara jìn fún àjọ yìí.
--- I can knock Joshua out in Cardiff – Parker	--- Parker:- Máa fàgbà han Joshua nínú ìfigagbága Cardiff.
Joseph Parker has insisted he can outbox Anthony Joshua as he eyes victory in their heavyweight title fight on March 31.	Joseph Parker, ọmọ orílẹ̀-èdè New Zealand ti sọ̀rọ̀ pẹ̀lú ìgboyà ṣaájú ìfigagbága heavyweight title pẹ̀lú Anthony Joshua, èyí tí yóò wáyé lọ́jọ́ kẹtàlélọ́gbọ̀n(31) oṣù kẹta.
Parker, who holds the (WBO) belt, and Joshua, who holds the (IBF) and (WBA) ‘super’ belts, will put their titles on the line when they clash at the Principality Stadium in Cardiff next month.	Parker, ẹni tí okùn ìró mọ́-dìí (WBO) wà lọ́wọ́ rẹ̀, bẹ́ẹ̀ sì ni akẹẹgbẹ́ rẹ̀ Joshua ti gba okùn ìró mó-dìí (IBF) àti (WBA), wọn yóò jọ wọ̀yá ìjà ní pápá-ìṣeré Principality ní Cardiff nínú oṣù tó ń bọ̀.
Joshua is the clear favourite for the fight, but New Zealander Parker is confident he can upset the odds. He said, “I can outbox Anthony Joshua. I think I have the skills to outbox him but I haven’t really shown that.	Bí ó tilẹ̀ jẹ́ pé, Joshua ni àwọn olólùfẹ́ eré ijà ọ̀hún fojú sí lára pé yóò yege, ṣùgbọ́n Parker ti fọwọ́-sọ̀yà pé, òun yóò fàgbà hàn ań nínú ìfigagbága náà. Parker sọ pe, Mo lè fàgbà han Anthony Joshua. Bẹ́ẹ̀ sìni, Mo lérò pé Mo ní ẹ̀bùn àrà ọ̀tọ̀ láti kojú rẹ̀.
That’s why I’m excited this is a big stage to put on the best performance of my life.	Èyí ni ó mú inú mi dùn púpọ̀ pé, Máa fi ara mi hàn nínú ìfigagbága ńlá yìí.
But also the opportunity to fight in front of many people.	"""Bákan náà, ni àǹfààní láti jà níwájú ogunlọ́gọ̀ àwọn ènìyàn tún jẹ́ ohun ìwúrí."
Though a lot of people say it’s going to be overwhelming and I’m going to be nervous and scared. But I see it differently. I see it as us making the most of the occasion.”	Bí ó tilẹ̀ jẹ́ pé, ọ̀pọ̀ ló sọ pé, Màá máa bẹ̀rù, ṣùgbọ́n mo rí ìjà ọ̀hún pẹ̀lú ojú mìíràn pé, A ó jọ wàákò nínú ìfigagbága ọ̀hún ni.
Parker’s trainer Kevin Barry is equally confident his man can beat Joshua when the two boxers put their unbeaten records on the line.	"""Akọ́nimọ̀ọ́jà Parker, Kevin Barry náà ti fọwọ́-sọ̀yà pé, òun náà nígboyà pé Parker yóò fàgbà han Joshua nínú ìfigagbága náà."
--- Former Barcelona and Spain striker Castro dies aged 68	--- Agbábọ́ọ̀lù Spain tẹ́lẹ̀rí Enrique Castro jáde láyé.
Enrique Castro, a former Barcelona player and five-time top scorer in the Spanish league, died on Tuesday aged 68. Castro, nicknamed ‘Quini’, scored 54 league goals in 100 games for Barca and won two Copas del Rey (1981, 1983), as well as the UEFA Cup Winners’ Cup (1982).	Erin wó, Àjànàkú sùn bí òkè, lẹ́yìn tí agbábọ́ọ̀lù ikọ̀ Barcelona àti Spain tẹ́lẹ̀rí, Enrique Castro tí àwọn èèyàn mọ̀ sí “Quini” jáde láyé lọ́jọ́ Ìṣẹ́gun (Tuesday). Atamátàsé ọmọ ọdún mẹ́rìndínláàádọ́rin ọ̀hún, gbá ìfẹsẹ̀wọnsẹ̀ ọgọ́rùn-ún fún ikọ̀ Barcelona pẹ̀lú àmì-ayò mẹ́rìnlélógójì, bẹ́ẹ̀ sì ni Ó gba ife-ẹ̀yẹ Copa del Rey méjì ní sáà (1981, 1983), àti ife-ẹ̀yẹ ìdíje UEFA Cup ní sáà (1982).
He died after suffering a heart attack.	Ó dolóògbé lẹ́yìn tí ó ṣàárẹ̀ ààrùn-ọ̀kan.
Castro also spent two spells at Sporting Gijon, the first of which spanned 12 years. Quini has left us, Rest In Peace our myth,” a statement from Sporting read.	Bákan náà, ni ikọ̀ agbábọ́ọ̀lù Sporting Gijon FC kẹ́dùn ikú atamátàsé olóògbé ọ̀hún, lẹ́ni tí ó kópa fún ikọ̀ náà fún sáà ọ̀tọ̀ọ̀tọ̀ méji. Kí Ọlọ́run kí ó tẹ́ ẹ sí afẹ́fẹ́ rere.
An international with Spain, Castro played at the World Cup in 1978 and 1982, as well as the European Championship in 1980. He scored eight goals in 35 appearances for the national side.	Castro tún kópa fún orílẹ̀-èdè rè, Spain nínú ìdíje bọ́ọ̀lù àgbááyé lọ́dún 1978 àti 1982, bákan náà ló tún kópa nínú ìdíje European Championship lọ́dún 1980. Ó gbá àmì-ayò mẹ́jọ wọlé nínú ìfẹsẹ̀wọnsẹ̀ márùnlélọ́gbọ̀n tí ó gbá fún orílẹ̀-èdè Spain.
--- Infantino: We’re still considering VAR for world cup	--- Infantino: A ń jíròrò lórí ìṣámúlò ẹ̀rọ VAR nínú ìdíje àgbááyé.
FIFA President Gianni Infantino says he has not had any second thoughts about using video assistant referees (VAR) at this year’s World Cup, even with recent controversies involving the new technology.	Ààrẹ àjọ FIFA, Gianni Infantino sọ pé, òun kò tíi ní iyè méjì nípa ṣíṣàmúlò ẹ̀rọ ìgbàlódé fọ́nrán, video assistant referee (VAR) nínú ìdíje bọ́ọ̀lù àgbááyé tó ń bọ̀ lọ́nà, pẹ̀lú gbogbo àríyànjiyàn lílo ẹ̀rọ ọ̀hún tó ń lọ lábẹ́lẹ̀.
His UEFA counterpart Aleksander Ceferin said, however, that the system would not be used in next season’s UEFA Champions League.	Bí ó tilẹ̀ jẹ́ pé, òn dupò akẹẹgbẹ́ rè, Aleksander Ceferin sọ pé, wọn kò ní ṣe àmúlò ẹ̀rọ ìgbàlódé náà nínú ìdíje UEFA Champions League ní sáà tó ń bọ̀.
VAR allows match referee to review decisions on a pitchside monitor or by consulting an assistant who monitors the game on a video.	Ẹ̀rọ VAR ọ̀hún ló ń ṣiṣẹ́ láti ran olùdarí ìfẹsẹ̀wọnsẹ̀ lọ́wọ́ fún àǹfààní ṣíṣe àtúnyẹ̀wò àwọn ọ̀kan-ò-jọ̀kan ìṣẹ̀lẹ̀ lórí pápá.
It has been trialed in a number of competitions over the past year.	Èyí tí wọ́n ti ṣe àmúlò ẹ̀rọ náà nínú oríṣiríṣi ìdíje lágbàáyé.
Football’s law-making body IFAB is expected to decide on Saturday whether to authorise its use on a permanent basis.	Ìgbìmọ̀ tó ń ṣe ìfilọ́lẹ̀ ìlànà bọ́ọ̀lù àfẹsẹ̀gbá nílẹ̀ òkèèrè, IFAB nìrètí wà pé wọn yóò fẹnu kò sójúkan lọ́jọ́ àbámẹ́ta (Saturday) bóyá láti máa ṣamúlò ẹ̀rọ ọ̀hún.
Infantino said if VAR is approved, FIFA will use it at this year’s World Cup in Russia.	Infantino wá sọ̀ pé, tí ìgbìmọ̀ náà bá bọwọ́lu lílo ẹ̀rọ VAR, wọn yóò ṣàmúlò rẹ̀ nínú ìdíje àgbááyé lórílẹ̀-èdè Russia.
--- The SUN newspaper company crowns Pinnick as Sports Personality of the Year	--- Ilé-iṣẹ́ ìwé ìròyìn The SUN fún Pinnick lámì-ẹ̀yẹ Ó káre láí.
For the second time in two years, The SUN newspapers on Saturday presented the Sports Personality of the Year gong to President of Nigeria Football Federation, Mr. Amaju Melvin Pinnick.  At a well-attended Awards ceremony at the Eko Hotels and Suites, Victoria Island, Lagos that also marked 15 years of the top media house’s existence, Pinnick was honoured alongside other prominent and dedicated Nigerians like Senate President Bukola Saraki (Outstanding Politican of the Year); Governor Akinwunmi Ambode of Lagos State (Man of the Year); Governor Nyesom Wike of Rivers State (Governor of the Year); Emir of Kano, Alhaji Muhammad Sanusi (Courage in Leadership Award); NDDC Managing Director Nsima Ekere (Public Service Award); Zenith Bank’s Group Managing Director Peter Amangbo (Banker of the Year); Dr. Emeka Okwuosa (Investor of the Year); Dr. Samuel Adedoyin (Lifetime Achievement Award); Central Bank Managing Director Godwin Emefiele (Public Service Award) and; the pair of Senator Osita Izunaso and Dr. Joe Okei-Odumakin (Humanitarian Service Award).	Ilé-iṣẹ́ ìwé ìròyìn The SUN fi àmì-ẹ̀yẹ Sports Personality of the Year dá ààrẹ àjọ NFF, Amaju Melvin Pinnick lọ́lá, fún ìgbàkejì lọ́dún méjì sẹ́yìn, lọ́jọ́ Àìkú (Sunday). Ayẹyẹ ìgbàmì ẹ̀yẹ ọ̀hún ló wáyé nílé ìtura Eko Hotels and Suites, Victoria Island, nílùú Èkó. Níbití ilé-iṣẹ́ ìwé ìròyìn náà ti ń ṣayẹyẹ ọdún márùndínlógún tí wọ́n ṣàgbékẹ̀lé rẹ̀. Nínú ìgbàmì-ẹ̀yẹ ọ̀hún, àwọn èèyàn jàǹkàn-jàǹkàn mìíràn tí wọ́n tún fi àmì-ẹ̀yẹ dá lọ́lá ni, ààrẹ àgbà ilé ìgbìmọ̀ aṣóju-sòfin, Dókítà Bùkọ́lá Sàràkí, pẹ̀lú àmì-ẹ̀yẹ olóṣèlú to tayọ jùlọ (Outstanding Politican of the Year), Gómìnà ìpínlẹ̀ Èkó, ọ̀gbẹ́ni Akinwunmi Ambode gba àmì-ẹyẹ (Man of the Year), Gómìnà ìpínlẹ̀ Rivers, Nyesom Wike (Governor of the Year), Emir ìpínlẹ̀ Kano, Alhaji Muhammad Sanusi (Courage in Leadership Award), adarí àgbà àjọ NDDC, Nsima Ekere (Public Service Award), adarí àgbà ilé ìfowópamọ́ Zenith, Peter Amangbo (Banker of the Year),  Dókítà Emeka Okwuosa (Investor of the Year); Dókítà Samuel Adédoyin (Lifetime Achievement Award); adarí àgbà ilé ìfowópamọ́ àgbà CBN, Godwin Emefiele (Public Service Award), bẹ́ẹ̀ sì ni aṣòfin Osita Izunaso àti Dókìtà gba àmì-ẹ̀yẹ ìsọmọnìyàn (Humanitarian Service Award).
This time, Pinnick had to share the award with Super Eagles’ Technical Adviser, Gernot Rohr, whose immense work in qualifying Nigeria for the 2018 FIFA World Cup from a so-called ‘Group of Death’ with a match to spare, did not go un noticed. He thanked the organizers and also commended the industry and commitment of Members of the NFF Executive Committee, the NFF Congress and the NFF Management that have reinvigorated the Nigerian Football space.	Ẹ̀wè, lásìkò ìgbàmì-ẹ̀yẹ náà, Pinnick fi àǹfààní ọ̀hún gbóríyìn fún akọ́nimọ̀ọ́gbá àgbà ikọ̀ agbábọ́ọ̀lù Super Eagles, Gernot Rohr látàrí iṣẹ́ takuntakun rẹ̀ nínú ikọ̀ náà. Bákan náà, Ó tún gbóṣùbà fún àwọn tí ó ṣagbátẹrù ìgbàmì ẹ̀yẹ ọ̀hún àti àwọn ọmọ ẹgbẹ́ àjọ NFF fún ìfọwọ́sowọ́pọ̀ wọn pátápátá ní ọ̀nà láti mú ìgbèrú bá eré bọ́ọ̀lù àfẹsẹ̀gbá lórílẹ̀-èdè Nàìjííríà.
Also at the occasion were NFF 1st Vice President, Barrister Seyi Akinwunmi; NFF 2nd Vice President/LMC Chairman, Mallam Shehu Dikko; NFF Executive Committee members Hon. Suleiman Yahaya-Kwande, Otunba Sunday Dele-Ajayi and Ms Aisha Falode; a number of NPFL Club managers and; other football stakeholders.	Àwọn mìíràn tí ó tún kópa nínú ìgbàmì-ẹ̀yẹ ọ̀hún ni, amòfin Sèyí Akínwùnmí, tí ó jẹ́ igbákejì ààrẹ NFF tẹ́lẹ̀rí, bákan náà ni àwọn ọmọ ẹgbẹ́ mìíràn, alága àwọn tọ́rọ̀ kàn gbọ̀ngbọ̀n nínú àjọ NFF, Mallam Shehu Dikko, abbl.
Mr. Rohr was unavoidably absent, as he was already in Russia for the FIFA World Cup Team Workshop taking place in Sochi early this week.	Gernot Rohr ni ó kùnà láti kópa nínú ìpàdé àpérò náà látàrí ìpàdé ìgbáradì ìdíje bọ́ọ̀lù àgbááyé tí ó lọ fún lórílẹ̀-èdè Russia.
---English Premier League at the weekend.	--- Èsì ìdíje bọ́ọ̀lù ilẹ̀-Gẹ̀ẹ́sì tí ó wáyé lópin ọ̀sẹ̀.
This is the result of the competition of the English Premier League (EPL) which came up at the weekend Leicester City 1 â€“ 1 Stoke CityAFC Bournemouth 2 â€“ 2 Newcastle UnitedBrighton & Hove Albion 4 â€“ 1 Swansea CityBurnley 1 â€“ 1 SouthamptonLiverpool 4 â€“ 1 West Ham UnitedWest Bromwich Albion 1 â€“ 2 Huddersfield TownWatford 1 â€“ 0 EvertonCrystal Palace 0 â€“ 1 Tottenham HotspurManchester United 2 â€“ 1 Chelsea also the result of EFL, Manchester City football team defeat  Arsenal FC with three goals to nothing (3-0).	Èyí ni èsì ìfẹsẹ̀wọnsẹ̀ ìdíje English Premier League (EPL), tí ó wáyé lópin ọ̀sẹ̀: Leicester City 1 â€“ 1 Stoke CityAFC Bournemouth 2 â€“ 2 Newcastle UnitedBrighton & Hove Albion 4 â€“ 1 Swansea CityBurnley 1 â€“ 1 SouthamptonLiverpool 4 â€“ 1 West Ham UnitedWest Bromwich Albion 1 â€“ 2 Huddersfield TownWatford 1 â€“ 0 EvertonCrystal Palace 0 â€“ 1 Tottenham HotspurManchester United 2 â€“ 1 Chelsea Bákan náà, èsì ìfẹsẹ̀wọnsẹ̀ àṣekágbá ìdíje EFL Ikọ̀ agbábọ́ọ̀lù Manchester City fàgbà han Arsenal FC pẹ̀lú àmì ayò mẹ́ta sóódo (3-0).
